UserId,SessionId,ArticleId_served,rating
5,4,3921,2
5,4,887,4
5,4,2249,1
5,5,1750,5
5,5,1031,5
5,5,4545,5
5,5,3194,1
5,5,981,2
5,5,79,5
5,5,1802,1
5,5,4449,5
5,5,66,5
5,5,2671,3
5,6,1961,1
5,6,1917,3
5,6,353,2
5,6,1019,5
5,6,648,4
5,6,762,1
5,6,2718,3
5,6,4765,5
5,6,3623,1
5,6,4216,2
5,7,38,4
5,7,1747,3
5,7,3370,3
5,7,2705,1
5,7,2909,2
5,7,2138,3
5,7,1187,1
5,7,1487,5
5,7,3871,1
5,7,1086,2
6,1,3415,5
6,1,1722,5
6,1,4702,1
6,1,182,1
6,1,446,3
6,1,2735,1
6,1,856,2
6,1,2937,4
6,1,1515,1
6,1,425,1
6,2,4702,3
6,2,2622,5
6,2,3629,1
6,2,3927,2
6,2,540,5
6,2,4119,3
6,2,1194,1
6,2,2286,2
6,2,4296,1
6,2,1536,4
7,1,1342,2
7,1,4194,2
7,1,315,5
7,1,4254,3
7,1,4384,2
7,1,4141,4
7,1,4114,5
7,1,1482,2
7,1,2849,2
7,1,3108,1
7,2,566,1
7,2,2496,2
7,2,927,5
7,2,4421,5
7,2,2713,3
7,2,4187,3
7,2,1483,2
7,2,93,3
7,2,4022,5
7,2,1941,4
8,1,3515,2
8,1,941,5
8,1,1300,2
8,1,3280,1
8,1,3027,1
8,1,3514,1
8,1,3540,2
8,1,1510,5
8,1,1642,2
8,1,1445,5
9,1,3065,3
9,1,2452,1
9,1,2797,2
9,1,4276,4
9,1,4303,1
9,1,3883,4
9,1,2228,4
9,1,2617,2
9,1,4084,2
9,1,168,2
9,2,183,5
9,2,1316,2
9,2,2923,2
9,2,362,5
9,2,4387,4
9,2,4475,1
9,2,113,3
9,2,2596,3
9,2,3109,2
9,2,2796,4
9,3,89,2
9,3,3811,3
9,3,3231,2
9,3,1387,3
9,3,3488,5
9,3,2877,3
9,3,850,3
9,3,2485,3
9,3,1568,1
9,3,2005,5
9,4,3201,1
9,4,2057,3
9,4,2529,3
9,4,1921,5
9,4,1832,2
9,4,132,3
9,4,3983,4
9,4,2069,5
9,4,3692,5
9,4,4443,2
9,5,4174,4
9,5,3154,1
9,5,4059,1
9,5,1858,4
9,5,3556,4
9,5,2627,1
9,5,88,5
9,5,4826,1
9,5,4624,3
9,5,4586,2
9,6,2307,5
9,6,2501,1
9,6,2045,5
9,6,22,3
9,6,2233,4
9,6,1344,1
9,6,882,3
9,6,2450,2
9,6,3209,5
9,6,3148,4
9,7,2426,4
9,7,2600,3
9,7,184,4
9,7,2300,4
9,7,2086,4
9,7,3279,5
9,7,4079,2
9,7,3670,3
9,7,4743,5
9,7,4129,2
9,8,1261,2
9,8,177,2
9,8,3436,4
9,8,1604,5
9,8,2728,1
9,8,1509,2
9,8,4307,5
9,8,1347,2
9,8,2113,4
9,8,1433,5
9,9,4530,4
9,9,4128,3
9,9,3269,1
9,9,471,2
9,9,2352,3
9,9,3393,4
9,9,4765,2
9,9,1050,1
9,9,1497,5
9,9,2928,3
9,10,1206,2
9,10,924,2
9,10,799,2
9,10,1770,1
9,10,1399,1
9,10,1452,4
9,10,1649,2
9,10,1734,2
9,10,1608,5
9,10,3308,3
9,11,2813,2
9,11,4274,1
9,11,4440,4
9,11,4809,3
9,11,651,5
9,11,3036,4
9,11,4318,2
9,11,2631,5
9,11,3998,5
9,11,1745,3
9,12,1088,4
9,12,4165,5
9,12,2880,5
9,12,2118,4
9,12,3676,3
9,12,436,5
9,12,3325,5
9,12,4650,4
9,12,1815,4
9,12,4771,5
10,1,3776,1
10,1,1732,5
10,1,4811,2
10,1,3064,3
10,1,4397,1
10,1,678,5
10,1,1530,3
10,1,577,1
10,1,116,5
10,1,4596,4
10,2,4788,4
10,2,2656,2
10,2,1105,5
10,2,1828,1
10,2,2129,1
10,2,3239,4
10,2,3898,3
10,2,3753,4
10,2,2879,3
10,2,4004,3
10,3,3737,5
10,3,4595,2
10,3,1123,1
10,3,2865,4
10,3,4265,2
10,3,3025,1
10,3,4808,4
10,3,471,4
10,3,3308,2
10,3,4826,1
10,4,1121,2
10,4,1176,5
10,4,1104,1
10,4,2110,2
10,4,901,3
10,4,2535,3
10,4,2935,3
10,4,2217,1
10,4,3559,5
10,4,4035,1
10,5,1061,4
10,5,3540,5
10,5,966,2
10,5,581,2
10,5,3522,1
10,5,717,2
10,5,3559,3
10,5,3956,1
10,5,1972,2
10,5,1855,5
10,6,1971,3
10,6,543,3
10,6,3360,5
10,6,2934,3
10,6,181,5
10,6,4402,3
10,6,1690,2
10,6,3664,2
10,6,4037,2
10,6,4196,1
11,1,3204,2
11,1,4052,5
11,1,2412,5
11,1,987,2
11,1,1207,2
11,1,1314,5
11,1,2409,1
11,1,4717,5
11,1,849,5
11,1,2330,3
11,2,4169,5
11,2,2241,2
11,2,4790,2
11,2,4232,4
11,2,484,5
11,2,2560,5
11,2,2860,3
11,2,266,1
11,2,2764,2
11,2,1428,4
12,1,2841,4
12,1,640,2
12,1,3008,3
12,1,22,3
12,1,3104,5
12,1,1469,3
12,1,1991,1
12,1,1709,4
12,1,4275,3
12,1,1796,1
12,2,4689,4
12,2,184,1
12,2,3811,2
12,2,2433,5
12,2,1877,1
12,2,1609,5
12,2,3477,1
12,2,2985,2
12,2,1906,3
12,2,2475,3
12,3,1935,3
12,3,3368,4
12,3,4293,5
12,3,297,4
12,3,197,4
12,3,151,4
12,3,3693,4
12,3,670,2
12,3,2345,1
12,3,3653,5
13,1,1986,3
13,1,741,3
13,1,71,2
13,1,987,3
13,1,3322,1
13,1,782,5
13,1,302,5
13,1,3441,1
13,1,293,1
13,1,2279,4
13,2,420,3
13,2,2939,1
13,2,2508,1
13,2,449,5
13,2,2903,3
13,2,3446,5
13,2,4672,2
13,2,4439,4
13,2,3720,3
13,2,1264,3
13,3,529,2
13,3,4015,4
13,3,4792,1
13,3,4625,4
13,3,152,3
13,3,2732,3
13,3,1139,1
13,3,1339,3
13,3,1731,4
13,3,4386,1
13,4,2815,4
13,4,2077,1
13,4,1461,4
13,4,2413,1
13,4,1790,4
13,4,692,1
13,4,1446,5
13,4,78,3
13,4,2288,5
13,4,2972,4
13,5,674,2
13,5,3061,4
13,5,3112,3
13,5,774,3
13,5,4062,5
13,5,2127,1
13,5,2427,3
13,5,4781,4
13,5,2340,2
13,5,1381,4
13,6,1479,4
13,6,642,3
13,6,3521,2
13,6,1437,3
13,6,1472,2
13,6,1578,1
13,6,1977,4
13,6,4764,2
13,6,868,4
13,6,3747,3
14,1,1145,4
14,1,2363,5
14,1,463,5
14,1,382,3
14,1,4435,1
14,1,3270,5
14,1,244,5
14,1,4232,4
14,1,3817,2
14,1,1821,5
14,2,3722,4
14,2,1300,1
14,2,3114,3
14,2,2035,1
14,2,1619,5
14,2,1840,3
14,2,4817,5
14,2,652,4
14,2,4465,4
14,2,1209,5
15,1,1478,5
15,1,3965,4
15,1,3323,3
15,1,4151,1
15,1,1076,4
15,1,2458,1
15,1,4719,2
15,1,279,4
15,1,2507,4
15,1,3338,1
16,1,1382,5
16,1,3809,1
16,1,145,5
16,1,1362,5
16,1,786,1
16,1,1696,4
16,1,4058,5
16,1,4345,5
16,1,27,1
16,1,711,2
16,2,1990,4
16,2,2759,1
16,2,1490,5
16,2,1205,1
16,2,2779,3
16,2,3807,3
16,2,3677,1
16,2,143,5
16,2,1479,4
16,2,2703,1
16,3,4571,2
16,3,2756,3
16,3,4755,5
16,3,311,4
16,3,526,3
16,3,3081,5
16,3,1005,1
16,3,2896,3
16,3,4829,2
16,3,1727,3
16,4,4254,4
16,4,3495,4
16,4,3589,4
16,4,4446,4
16,4,2669,5
16,4,4337,5
16,4,1553,4
16,4,504,3
16,4,3388,3
16,4,4476,5
16,5,2134,4
16,5,693,1
16,5,807,1
16,5,1666,5
16,5,3233,2
16,5,1940,1
16,5,2772,2
16,5,33,5
16,5,4125,2
16,5,1163,5
16,6,832,4
16,6,3897,3
16,6,1514,3
16,6,4495,5
16,6,254,3
16,6,2677,3
16,6,3036,1
16,6,2896,4
16,6,4410,2
16,6,990,4
16,7,4066,3
16,7,2264,5
16,7,4376,5
16,7,4400,1
16,7,2779,5
16,7,4803,3
16,7,2471,2
16,7,2332,1
16,7,1434,3
16,7,3587,4
16,8,4420,4
16,8,2175,4
16,8,743,1
16,8,4130,4
16,8,1434,1
16,8,524,5
16,8,3063,2
16,8,2758,2
16,8,3181,5
16,8,3406,4
16,9,2784,1
16,9,927,5
16,9,1445,1
16,9,1939,2
16,9,1890,4
16,9,1761,4
16,9,4618,5
16,9,717,1
16,9,1909,5
16,9,4756,3
16,10,2681,5
16,10,94,5
16,10,3508,2
16,10,505,3
16,10,4784,4
16,10,3230,3
16,10,4128,2
16,10,824,3
16,10,928,2
16,10,3775,4
16,11,3502,2
16,11,2869,4
16,11,3323,2
16,11,1667,5
16,11,2302,5
16,11,3487,5
16,11,4688,3
16,11,4531,5
16,11,3033,3
16,11,4308,3
16,12,3811,1
16,12,4344,4
16,12,2981,5
16,12,2867,4
16,12,259,2
16,12,410,3
16,12,270,1
16,12,3019,3
16,12,3074,5
16,12,726,3
16,13,3885,2
16,13,279,2
16,13,534,5
16,13,2723,3
16,13,2440,1
16,13,1781,1
16,13,3679,4
16,13,3678,2
16,13,3910,2
16,13,3654,4
17,1,203,1
17,1,1379,2
17,1,350,2
17,1,921,4
17,1,2966,3
17,1,1804,3
17,1,1945,4
17,1,3150,1
17,1,2463,1
17,1,4195,4
17,2,1923,4
17,2,3959,1
17,2,3281,3
17,2,1404,2
17,2,866,4
17,2,104,2
17,2,2666,1
17,2,3694,1
17,2,3538,4
17,2,1009,3
18,1,3408,3
18,1,4363,4
18,1,1563,1
18,1,932,2
18,1,3374,4
18,1,4432,1
18,1,4137,2
18,1,2652,3
18,1,3293,1
18,1,886,1
18,2,848,2
18,2,4605,2
18,2,923,5
18,2,3444,2
18,2,3273,2
18,2,2218,3
18,2,4459,3
18,2,4673,3
18,2,3684,1
18,2,3870,4
18,3,4320,5
18,3,328,5
18,3,903,2
18,3,4129,5
18,3,4540,3
18,3,1477,2
18,3,4601,1
18,3,3835,5
18,3,2887,1
18,3,3973,2
18,4,3650,1
18,4,4382,1
18,4,533,3
18,4,2005,5
18,4,3102,2
18,4,4645,1
18,4,1332,2
18,4,1112,2
18,4,1193,4
18,4,273,1
19,1,895,3
19,1,1099,3
19,1,4371,2
19,1,627,4
19,1,747,3
19,1,804,2
19,1,3230,5
19,1,1642,5
19,1,4111,3
19,1,4011,3
20,1,566,3
20,1,2173,1
20,1,176,3
20,1,2188,3
20,1,672,1
20,1,2684,3
20,1,2856,4
20,1,1569,5
20,1,3476,2
20,1,3630,3
21,1,821,5
21,1,2584,5
21,1,4813,3
21,1,4582,4
21,1,1109,1
21,1,401,2
21,1,1422,2
21,1,4543,3
21,1,2086,1
21,1,1590,2
21,2,634,5
21,2,856,5
21,2,3157,2
21,2,631,2
21,2,1044,3
21,2,3255,2
21,2,2323,3
21,2,1064,3
21,2,2712,4
21,2,3023,3
21,3,4264,5
21,3,3937,4
21,3,4614,2
21,3,943,5
21,3,4784,3
21,3,2467,2
21,3,4384,4
21,3,2649,1
21,3,2520,5
21,3,4105,3
22,1,2186,5
22,1,2759,2
22,1,2167,5
22,1,4726,4
22,1,4254,1
22,1,3615,5
22,1,4612,2
22,1,2727,1
22,1,3361,4
22,1,2941,1
23,1,3121,2
23,1,3429,4
23,1,597,4
23,1,2124,3
23,1,54,5
23,1,259,5
23,1,99,5
23,1,842,2
23,1,4686,1
23,1,3043,3
24,1,778,1
24,1,1711,2
24,1,2906,2
24,1,3465,1
24,1,4800,3
24,1,2280,2
24,1,925,4
24,1,1711,2
24,1,3303,3
24,1,788,1
24,2,1585,1
24,2,1928,2
24,2,2040,2
24,2,1955,1
24,2,3602,2
24,2,542,1
24,2,3473,4
24,2,1865,1
24,2,2264,5
24,2,599,5
25,1,4829,3
25,1,4019,1
25,1,4710,4
25,1,4425,5
25,1,3089,1
25,1,3705,2
25,1,1579,2
25,1,122,3
25,1,457,3
25,1,2599,4
25,2,2913,4
25,2,3558,1
25,2,817,5
25,2,975,4
25,2,3313,3
25,2,607,5
25,2,4167,3
25,2,4455,2
25,2,3320,5
25,2,172,1
26,1,634,2
26,1,4520,4
26,1,4598,4
26,1,2349,2
26,1,3912,5
26,1,837,3
26,1,2316,1
26,1,4190,1
26,1,1612,4
26,1,1441,2
27,1,940,1
27,1,3315,3
27,1,3553,3
27,1,2603,4
27,1,425,3
27,1,1390,2
27,1,1411,4
27,1,3792,5
27,1,3820,4
27,1,4550,5
27,2,963,2
27,2,2725,5
27,2,3601,1
27,2,970,4
27,2,1766,1
27,2,4458,1
27,2,4197,2
27,2,3707,1
27,2,1700,5
27,2,3486,4
27,3,3340,3
27,3,3575,4
27,3,3837,3
27,3,230,5
27,3,3096,2
27,3,2323,5
27,3,2874,2
27,3,64,3
27,3,4006,4
27,3,1840,5
28,1,1630,2
28,1,2847,5
28,1,2661,2
28,1,1592,2
28,1,1965,1
28,1,4697,1
28,1,1159,5
28,1,1548,4
28,1,2142,3
28,1,4745,4
28,2,4690,4
28,2,757,1
28,2,501,4
28,2,551,2
28,2,1745,1
28,2,2890,3
28,2,753,4
28,2,1076,1
28,2,2020,4
28,2,4706,1
28,3,2652,3
28,3,3140,1
28,3,1321,2
28,3,835,4
28,3,1675,4
28,3,1028,2
28,3,3526,4
28,3,3114,1
28,3,663,4
28,3,1978,1
29,1,1133,4
29,1,1731,3
29,1,1009,2
29,1,2512,5
29,1,2627,2
29,1,930,4
29,1,2904,3
29,1,3232,4
29,1,2163,2
29,1,3369,4
30,1,2824,2
30,1,3267,4
30,1,5,4
30,1,2123,2
30,1,1360,4
30,1,3902,4
30,1,2576,2
30,1,4443,3
30,1,3591,5
30,1,4528,2
30,2,3022,2
30,2,2556,4
30,2,627,4
30,2,382,4
30,2,662,4
30,2,4234,5
30,2,4683,4
30,2,1901,1
30,2,2260,3
30,2,3296,3
30,3,4754,5
30,3,4635,4
30,3,2843,5
30,3,2543,2
30,3,3115,3
30,3,1688,5
30,3,1489,3
30,3,4153,5
30,3,2641,5
30,3,4409,3
31,1,4785,5
31,1,3164,4
31,1,2959,4
31,1,629,4
31,1,610,4
31,1,2600,4
31,1,3161,5
31,1,4570,2
31,1,4420,1
31,1,4318,2
31,2,1940,4
31,2,2427,5
31,2,81,1
31,2,4438,5
31,2,895,4
31,2,2954,4
31,2,2733,4
31,2,2168,5
31,2,1764,2
31,2,4809,1
32,1,796,5
32,1,1128,2
32,1,288,5
32,1,932,4
32,1,2149,5
32,1,4661,5
32,1,1480,4
32,1,3239,3
32,1,4437,2
32,1,3031,3
33,1,2947,5
33,1,4427,5
33,1,3568,2
33,1,3747,4
33,1,1152,2
33,1,865,2
33,1,4407,4
33,1,3197,1
33,1,38,4
33,1,336,1
33,2,3030,4
33,2,3055,2
33,2,2682,2
33,2,3801,2
33,2,4565,2
33,2,1530,2
33,2,4414,4
33,2,2254,4
33,2,2879,2
33,2,3818,5
34,1,2948,3
34,1,3212,3
34,1,4766,2
34,1,1429,1
34,1,4546,5
34,1,4486,3
34,1,4509,3
34,1,1798,3
34,1,165,3
34,1,1341,3
34,2,893,5
34,2,2391,5
34,2,2518,2
34,2,800,2
34,2,1995,2
34,2,1787,1
34,2,1770,3
34,2,2341,1
34,2,3657,3
34,2,1735,3
34,3,956,3
34,3,3201,3
34,3,1857,1
34,3,2591,3
34,3,891,1
34,3,860,4
34,3,4386,1
34,3,3649,5
34,3,1779,5
34,3,182,3
35,1,2859,3
35,1,1338,3
35,1,3118,4
35,1,2227,1
35,1,72,2
35,1,4612,4
35,1,4411,5
35,1,3311,5
35,1,20,2
35,1,2743,1
35,2,4107,3
35,2,1410,5
35,2,1383,3
35,2,2687,4
35,2,4372,5
35,2,4617,5
35,2,3159,3
35,2,2112,1
35,2,4005,2
35,2,4598,4
35,3,546,4
35,3,4475,1
35,3,1132,2
35,3,2066,3
35,3,4399,3
35,3,2055,4
35,3,188,5
35,3,3133,5
35,3,1713,2
35,3,3101,4
35,4,1885,2
35,4,3471,1
35,4,2653,2
35,4,3105,1
35,4,3248,1
35,4,2844,4
35,4,4326,4
35,4,1747,5
35,4,1376,3
35,4,805,3
35,5,496,5
35,5,3984,4
35,5,797,3
35,5,3471,4
35,5,2775,2
35,5,2084,5
35,5,4607,3
35,5,505,4
35,5,4293,2
35,5,30,4
35,6,2339,4
35,6,256,2
35,6,3524,1
35,6,513,4
35,6,1769,4
35,6,2005,3
35,6,1450,4
35,6,3073,4
35,6,883,4
35,6,3741,5
35,7,1745,4
35,7,914,3
35,7,3354,4
35,7,3895,2
35,7,3621,1
35,7,3187,1
35,7,346,3
35,7,2351,5
35,7,1603,4
35,7,3996,3
35,8,493,3
35,8,2129,3
35,8,746,5
35,8,4107,5
35,8,3165,3
35,8,1924,4
35,8,74,1
35,8,2837,4
35,8,3747,4
35,8,240,4
36,1,3793,3
36,1,669,5
36,1,608,2
36,1,1255,2
36,1,1143,1
36,1,703,4
36,1,4717,4
36,1,2244,2
36,1,3881,5
36,1,2474,4
36,2,2277,1
36,2,3609,4
36,2,2494,5
36,2,2008,4
36,2,2814,5
36,2,4256,4
36,2,654,5
36,2,2939,2
36,2,2567,1
36,2,1035,1
36,3,285,4
36,3,1540,4
36,3,3221,3
36,3,4774,1
36,3,2676,3
36,3,4510,2
36,3,3757,5
36,3,3400,3
36,3,1051,4
36,3,3424,1
36,4,4769,3
36,4,2618,5
36,4,2071,1
36,4,3226,1
36,4,2715,3
36,4,50,5
36,4,635,3
36,4,3268,2
36,4,1955,3
36,4,1166,1
36,5,3065,2
36,5,3659,1
36,5,421,1
36,5,3999,1
36,5,3084,5
36,5,1038,3
36,5,2481,4
36,5,4263,5
36,5,4394,5
36,5,3947,4
36,6,2500,2
36,6,451,5
36,6,3846,1
36,6,3512,2
36,6,2056,1
36,6,1316,2
36,6,3000,2
36,6,4700,4
36,6,2511,2
36,6,4367,2
36,7,3188,3
36,7,4518,4
36,7,3443,2
36,7,3136,4
36,7,781,5
36,7,3750,1
36,7,3600,1
36,7,1109,1
36,7,3720,3
36,7,873,2
36,8,2759,2
36,8,4624,3
36,8,3103,3
36,8,3317,1
36,8,2621,4
36,8,4462,4
36,8,322,5
36,8,2084,3
36,8,125,2
36,8,4372,1
36,9,3519,3
36,9,2735,4
36,9,1056,3
36,9,3852,1
36,9,4540,3
36,9,911,2
36,9,2977,3
36,9,3237,5
36,9,1353,3
36,9,3815,3
36,10,2449,5
36,10,2964,4
36,10,1095,3
36,10,259,4
36,10,2014,3
36,10,2226,4
36,10,203,5
36,10,425,4
36,10,2704,5
36,10,669,4
36,11,1762,2
36,11,3217,4
36,11,3668,3
36,11,783,2
36,11,4274,2
36,11,1568,5
36,11,3235,5
36,11,723,5
36,11,3427,2
36,11,287,2
37,1,2307,5
37,1,3248,3
37,1,1633,5
37,1,4136,2
37,1,4049,4
37,1,931,5
37,1,3859,2
37,1,3566,2
37,1,4701,1
37,1,2313,5
37,2,1764,3
37,2,4079,4
37,2,2319,3
37,2,1808,5
37,2,1085,2
37,2,1765,1
37,2,4528,3
37,2,557,3
37,2,1229,2
37,2,3192,5
37,3,2917,2
37,3,1389,1
37,3,2053,4
37,3,3493,3
37,3,1942,2
37,3,552,2
37,3,1299,4
37,3,4080,5
37,3,3672,2
37,3,60,3
38,1,2789,4
38,1,3350,3
38,1,1053,5
38,1,3485,3
38,1,775,1
38,1,1418,5
38,1,4270,1
38,1,150,5
38,1,2025,4
38,1,3410,3
38,2,111,3
38,2,892,4
38,2,2253,4
38,2,3728,3
38,2,3780,3
38,2,3875,1
38,2,4158,1
38,2,3539,5
38,2,2783,5
38,2,2150,2
38,3,1043,2
38,3,2180,3
38,3,879,4
38,3,1002,2
38,3,1731,2
38,3,795,3
38,3,1618,1
38,3,2694,2
38,3,4692,4
38,3,4477,4
38,4,430,2
38,4,992,5
38,4,4422,5
38,4,3263,5
38,4,71,4
38,4,686,5
38,4,4033,1
38,4,3121,3
38,4,237,4
38,4,4795,3
38,5,4736,2
38,5,2890,1
38,5,553,2
38,5,724,5
38,5,4019,1
38,5,4761,1
38,5,3915,1
38,5,4259,5
38,5,4520,4
38,5,1594,2
38,6,1651,1
38,6,1798,3
38,6,2804,5
38,6,2385,1
38,6,1461,4
38,6,3348,5
38,6,108,4
38,6,715,1
38,6,543,2
38,6,3321,4
38,7,2475,1
38,7,2005,4
38,7,358,1
38,7,4334,5
38,7,2684,3
38,7,1146,1
38,7,3635,5
38,7,1434,3
38,7,3407,5
38,7,4545,1
38,8,1730,4
38,8,1047,1
38,8,1625,4
38,8,4218,2
38,8,3827,4
38,8,3907,5
38,8,4134,3
38,8,430,4
38,8,314,4
38,8,4789,4
39,1,2421,4
39,1,3964,3
39,1,3165,1
39,1,148,1
39,1,1375,5
39,1,3053,4
39,1,365,4
39,1,2596,1
39,1,2193,2
39,1,1252,3
39,2,4006,2
39,2,3712,3
39,2,1807,3
39,2,2818,4
39,2,1326,5
39,2,3389,4
39,2,3948,5
39,2,195,5
39,2,2645,5
39,2,2021,2
40,1,1755,4
40,1,22,2
40,1,4216,1
40,1,3547,2
40,1,2261,2
40,1,3809,4
40,1,2340,5
40,1,4677,1
40,1,2899,2
40,1,3146,5
40,2,329,5
40,2,510,5
40,2,4107,3
40,2,2691,1
40,2,609,3
40,2,760,4
40,2,2097,1
40,2,2393,5
40,2,337,5
40,2,2899,3
40,3,4371,2
40,3,3060,3
40,3,2246,1
40,3,3017,4
40,3,3392,4
40,3,4585,3
40,3,3256,2
40,3,2290,1
40,3,4433,5
40,3,1526,4
41,1,4132,1
41,1,973,1
41,1,745,3
41,1,2232,5
41,1,2107,1
41,1,2733,5
41,1,3060,2
41,1,928,2
41,1,3191,1
41,1,243,4
42,1,3375,3
42,1,3721,5
42,1,526,2
42,1,909,5
42,1,2710,5
42,1,1601,3
42,1,2159,3
42,1,1570,2
42,1,2407,4
42,1,3924,1
43,1,2361,4
43,1,1772,3
43,1,242,5
43,1,346,1
43,1,3185,2
43,1,3013,5
43,1,2066,4
43,1,282,3
43,1,4662,2
43,1,821,1
43,2,360,2
43,2,540,5
43,2,422,2
43,2,637,3
43,2,4748,3
43,2,346,2
43,2,2502,2
43,2,4650,2
43,2,4774,2
43,2,1221,1
43,3,2801,5
43,3,830,3
43,3,4725,4
43,3,4163,1
43,3,4084,1
43,3,3031,4
43,3,1477,5
43,3,1074,5
43,3,3224,1
43,3,740,4
44,1,1476,1
44,1,427,1
44,1,466,3
44,1,2299,3
44,1,3064,2
44,1,471,2
44,1,2155,2
44,1,1466,1
44,1,3397,1
44,1,1952,5
44,2,3778,1
44,2,282,5
44,2,2702,1
44,2,4261,4
44,2,2839,2
44,2,1480,4
44,2,609,5
44,2,3047,2
44,2,3239,5
44,2,1575,1
44,3,1023,5
44,3,2844,4
44,3,3349,1
44,3,1953,3
44,3,1182,3
44,3,2615,2
44,3,3468,4
44,3,3489,4
44,3,2930,2
44,3,2149,2
45,1,4271,4
45,1,2755,1
45,1,380,5
45,1,999,3
45,1,2542,2
45,1,3905,4
45,1,507,1
45,1,279,3
45,1,107,3
45,1,4404,2
45,2,2851,2
45,2,820,5
45,2,1083,1
45,2,2039,2
45,2,2357,3
45,2,810,2
45,2,3174,3
45,2,1972,2
45,2,811,1
45,2,775,1
45,3,3417,5
45,3,3923,3
45,3,1808,4
45,3,723,1
45,3,3848,3
45,3,119,4
45,3,1255,4
45,3,1105,5
45,3,4491,3
45,3,2977,4
45,4,2458,2
45,4,2812,5
45,4,3491,4
45,4,3227,4
45,4,1328,2
45,4,290,5
45,4,3356,4
45,4,2766,3
45,4,3696,4
45,4,2750,5
46,1,3522,2
46,1,2318,1
46,1,4091,5
46,1,1943,5
46,1,3807,3
46,1,1103,2
46,1,2249,4
46,1,3313,2
46,1,3179,5
46,1,2041,1
47,1,4300,2
47,1,2442,3
47,1,1978,3
47,1,4372,4
47,1,4079,3
47,1,864,1
47,1,4615,4
47,1,2292,4
47,1,4802,3
47,1,3687,3
47,2,2786,5
47,2,4622,2
47,2,3315,1
47,2,2451,2
47,2,3604,2
47,2,2588,3
47,2,4449,3
47,2,563,1
47,2,1458,2
47,2,90,3
48,1,1545,1
48,1,1561,2
48,1,339,3
48,1,1783,1
48,1,4729,2
48,1,62,5
48,1,3595,5
48,1,685,5
48,1,1941,1
48,1,1461,2
48,2,2327,4
48,2,1052,4
48,2,3396,4
48,2,3006,2
48,2,840,5
48,2,2571,4
48,2,1255,3
48,2,3511,3
48,2,3311,2
48,2,133,5
48,3,1480,3
48,3,2279,3
48,3,1533,4
48,3,1893,4
48,3,3101,5
48,3,4112,2
48,3,3876,1
48,3,3517,5
48,3,2332,4
48,3,4156,4
48,4,814,1
48,4,678,2
48,4,4681,2
48,4,4096,5
48,4,595,3
48,4,2995,1
48,4,828,3
48,4,1119,3
48,4,3308,4
48,4,380,2
48,5,1520,3
48,5,1224,4
48,5,4496,4
48,5,608,1
48,5,4381,2
48,5,2363,5
48,5,3879,1
48,5,4731,2
48,5,653,2
48,5,2530,1
48,6,3678,1
48,6,145,2
48,6,2965,5
48,6,3148,3
48,6,4370,4
48,6,516,2
48,6,702,1
48,6,2394,2
48,6,1144,4
48,6,2407,2
48,7,3947,2
48,7,3788,3
48,7,3006,5
48,7,2805,2
48,7,2028,4
48,7,2867,4
48,7,1549,5
48,7,4762,5
